Operator,Parts,Porosity relative difference,IoU_pores,F1 binary_7,IoU_pores_7
user11,img0_300,2.4518306198483417,0.9551230371897904,0.8984146813195799,0.7961477505333253
user11,img0_300,2.7682119962442955,0.9534202400077376,0.8974210021047595,0.7913635001238005
user11,img0_300,3.852002208452997,0.947173513292275,0.8857234912429057,0.7595953369870285
user11,img1_300,4.877234922651387,0.936688231424142,0.8662939965573743,0.7141088906101322
user11,img1_300,5.918178860548451,0.9308556284016436,0.8585256417957065,0.6878715361484036
user11,img1_300,5.020789562436029,0.941803875025962,0.8788422466777303,0.7363256891524235
user11,img2_300,5.169405210274493,0.936319403407357,0.8654889823398049,0.7082862856897835
user11,img2_300,7.007785158474998,0.9248484131963908,0.8488474557373906,0.6547167303204734
user11,img2_300,7.096973982903446,0.9217867344678748,0.8419564991580435,0.6398635824172894
user11,img3_300,3.617759218924306,0.9455271125465944,0.8825809678629486,0.7577811617686109
user11,img3_300,6.3724219637921005,0.931690342059021,0.8650565537317697,0.696652033744868
user11,img3_300,1.244226015140168,0.952437376942486,0.8934616904247149,0.7994930617130003
user40,img0_300,4.440772158248321,0.944803804340617,0.8823621256038647,0.7477609169799062
user40,img0_300,5.467350289895175,0.9365363745239742,0.8666368397451967,0.7069234606218479
user40,img0_300,6.350779127546735,0.9300228107528877,0.8562239933272345,0.6763505324528062
user40,img1_300,4.8841707353987465,0.9360468815000037,0.8630036525496243,0.7066759635414109
user40,img1_300,5.875944289454596,0.9355450300038427,0.8668095730259997,0.7028309096284396
user40,img1_300,6.575412662982664,0.9289751868220207,0.8551451514984271,0.6717170645525501
user40,img2_300,7.84161854746704,0.9176979327801997,0.8377640339738108,0.6222829922766514
user40,img2_300,7.2252230851240276,0.923257329361521,0.8462382455822665,0.6466317487521059
user40,img2_300,5.757951480041762,0.9339036107060666,0.8630552619916136,0.6972971774953179
user40,img3_300,6.024347993777437,0.9329191970480898,0.8620934864647892,0.6916716895826764
user40,img3_300,8.306399606292633,0.9137168742533289,0.8335032198835092,0.6083725163051722
user40,img3_300,9.549145877457162,0.9011241078646096,0.8121159745283668,0.5468641034768927
user41,img0_300,6.289779902601316,0.9292325538365191,0.8547568615973768,0.6745437165151279
user41,img0_300,4.091759412006532,0.9486637915818598,0.8892537138354872,0.7641252462452437
user41,img0_300,13.025228098038918,0.8674338950084879,0.7664180025175215,0.4011631964376968
user41,img1_300,10.848135493842987,0.8872364383069747,0.7921802020768862,0.4893978953588443
user41,img1_300,14.144457963850353,0.8576579422447174,0.7585459754058587,0.3699659989460012
user41,img1_300,7.326172682669887,0.9234818990948239,0.848876559739077,0.6512537821164134
user41,img2_300,5.518853070278261,0.9362891586822729,0.8687006666559055,0.711448411642633
user41,img2_300,7.6968265488019005,0.9180166393490883,0.8389626565438858,0.6275403761550212
user41,img2_300,8.77318594048984,0.9066736505245251,0.8207217325822839,0.5773227857918412
user41,img3_300,11.096958075989162,0.887715749164288,0.7969412720411215,0.4963964421281804
user41,img3_300,9.364774551458584,0.9044682013295473,0.8217445771908637,0.5722499715495842
user41,img3_300,10.455823198280454,0.894154710941072,0.8059867513110681,0.5242679240175067
user42,img0_300,2.45518903090547,0.9563704856045319,0.9022423250683255,0.8027751387135538
user42,img0_300,3.3717494272837274,0.9522165866098607,0.8951245569241121,0.7820348571509983
user42,img0_300,4.205516654622429,0.9438585729696904,0.8783511942908436,0.7425630205611736
user42,img1_300,5.7752915841896835,0.9349290974224519,0.8664602600322155,0.704233961492467
user42,img1_300,6.932309089370688,0.9274753342229447,0.8566878652483211,0.6723823614594161
user42,img1_300,7.813443321181755,0.9178402923969793,0.8395716611875107,0.6274352331316037
user42,img2_300,5.471628456542999,0.9362706435223083,0.868156640636636,0.7109308236252618
user42,img2_300,8.837572321615797,0.9081850735048308,0.8231197133577932,0.5799522913926001
user42,img2_300,7.8574235593219885,0.9164303265553221,0.8342683794578446,0.6145533495432035
user42,img3_300,7.808322557455835,0.9187217394971658,0.8409560692359258,0.629752214575217
user42,img3_300,6.433330135177003,0.9318002524831479,0.8637914127287797,0.6920797208380242
user42,img3_300,7.557338885714605,0.9215460673300454,0.8482470981818464,0.6491716369945211
